player_name,competition_id,season_id,minutes,shots_faced,shots_saved,goals_conceded,save_pct,shots_faced_p90,sweeper_actions,avg_distance_from_goal,max_distance_from_goal,sweeper_actions_p90,total_passes,pass_success_pct,avg_pass_length,long_ball_pct,source
Francis Odinaka Uzoho,1267,107,11,3,0,0,,24.545454545454543,,,,,3,0,53.127937,100,statsbomb
Ibrahim Kone,1267,107,450,49,1,5,16.666666666666664,9.799999999999999,5,17.400208569102602,31.11076983939806,1,172,65.11627906976744,44.60500049127907,54.06976744186046,statsbomb
Ivane Carminio Francisco Urrubal,1267,107,90,6,2,0,100,6,,,,,18,94.44444444444444,30.009489055555555,27.77777777777778,statsbomb
Jesús Lázaro Owono Ngua Akeng,1267,107,360,63,14,3,82.35294117647058,15.749999999999998,9,18.528928793885704,37.706895921038104,2.25,157,49.681528662420384,52.62609258535032,68.15286624203821,statsbomb
Jonas Asvedo Mendes,1267,107,90,11,1,0,100,11,4,15.44142126551003,27.74112470683191,4,34,70.58823529411765,39.82412942647059,41.17647058823529,statsbomb
Joseph Fabrice Ondoa Ebogo,1267,107,270,29,8,5,61.53846153846154,9.666666666666666,6,20.294752112418458,24.12343259156955,2,72,65.27777777777779,44.298435159722224,52.77777777777778,statsbomb
Josimar José Évora Dias,1267,107,480,74,13,3,81.25,13.875,3,15.496503066305607,16.022484201895786,0.5625,196,69.38775510204081,39.72031664489796,41.3265306122449,statsbomb
Kouakou Herve Koffi,1267,107,360,43,13,5,72.22222222222221,10.75,2,14.702029625510521,14.720054347725757,0.5,117,69.23076923076923,40.281419947008544,44.44444444444444,statsbomb
Lionel Mpasi-Nzau,1267,107,570,50,9,3,75,7.894736842105263,9,18.553384186131463,34.46070225633831,1.4210526315789473,160,73.75,36.067208154999996,36.25,statsbomb
Lloyd Junior Kazapua,1267,107,360,42,10,6,62.5,10.5,5,24.768596605910464,35.88035674293108,1.25,119,58.82352941176471,47.800216033613445,54.621848739495796,statsbomb
Mohamed Abougabal,1267,107,120,13,0,1,0,9.75,1,16.00312469488381,16.00312469488381,0.75,31,67.74193548387096,39.611249096774195,45.16129032258064,statsbomb
Mohamed El Sayed Mohamed El Shenawy Gomaa,1267,107,270,17,2,6,25,5.666666666666666,2,21.905471660233104,24.62214450449026,0.6666666666666667,49,97.95918367346938,25.43532598163265,20.408163265306122,statsbomb
Ouparine Djoco,1267,107,180,18,4,6,40,9,3,11.120984559892245,14.201408380861384,1.5,39,71.7948717948718,37.401521410256414,38.46153846153847,statsbomb
Richard Ofori Antwi,1267,107,270,39,8,5,61.53846153846154,12.999999999999998,2,15.29344134325749,17.69773996870787,0.6666666666666667,61,63.934426229508205,48.61132052131147,63.934426229508205,statsbomb
Ronwen Williams,1267,107,690,96,20,2,90.9090909090909,12.521739130434783,15,19.78743794958018,41.394323282305265,1.9565217391304348,325,71.6923076923077,41.46507841692308,44,statsbomb
Signori Dominique Nymi António,1267,107,161,24,5,1,83.33333333333334,13.416149068322982,2,22.89143682178705,29.618406439239774,1.1180124223602483,44,63.63636363636363,43.04860784090909,54.54545454545454,statsbomb
Stanley Bobo Nwabali,1267,107,649,78,19,3,86.36363636363636,10.816640986132512,11,21.454370039723816,47.2445764083032,1.5254237288135593,186,67.20430107526882,44.374989210752695,50,statsbomb
Tresford Lawrence Mulenga,1267,107,270,52,13,3,81.25,17.333333333333332,4,21.07929445687153,35.084469498625744,1.3333333333333335,98,83.6734693877551,29.6317853377551,21.428571428571427,statsbomb
Yahia Fofana,1267,107,690,66,12,7,63.1578947368421,8.608695652173914,8,16.40577263480849,39.2127530275547,1.0434782608695652,166,70.48192771084338,42.63848354036144,49.39759036144578,statsbomb
Yassine Bounou,1267,107,360,29,4,3,57.14285714285714,7.250000000000001,5,13.84198503610275,17.204650534085253,1.25,115,77.39130434782608,35.99739201304348,38.26086956521739,statsbomb
